time,Fy_lower,Fy_upper,external_work,kinetic_energy,potenial_energy,strain_energy
0,0,0,0,0,0,0
1,-11.237668692368,11.237668692368,0.00097034683121805,0.00012988474616948,-0.00054593619293227,0.00042441063828578
2,-31.517066586046,31.517066586046,0.0085430920570915,0.0017959364464435,-0.0045950078378814,0.0039480842192101
3,-51.608855206597,51.608855206597,0.029154933505607,0.0080979764202931,-0.015289818934634,0.013865114570973
4,-71.510312903153,71.510312903152,0.069109285071627,0.022368894024137,-0.035759760314366,0.03334952475726
5,-91.570153829338,91.570153829338,0.13484949358163,0.047823974794914,-0.069288630922043,0.065560862659589
6,-111.52866400505,111.52866400505,0.2326938522843,0.087622235396358,-0.11893126241061,0.11376258987369
7,-131.51361985104,131.51361985104,0.36919824150864,0.14488681588674,-0.18782120302772,0.18137703848092
8,-151.53190621105,151.53190621105,0.55086073400041,0.22270784079614,-0.27905752564133,0.27180320835909
9,-171.61455927945,171.61455927945,0.78375499580198,0.32415469233234,-0.3957930212994,0.38796197450258
10,-191.58836427558,191.58836427558,1.0736778135202,0.45230000839071,-0.54096279669719,0.53271501682296
11,-211.52341809881,211.52341809881,1.4272359070085,0.61020101191426,-0.71753959252866,0.7096963144798
12,-231.57166217041,231.57166217041,1.8511521314897,0.80086802921568,-0.92869100061336,0.92246113087632
13,-251.61174952957,251.61174952957,2.3512467452556,1.0272724658258,-1.1773666022422,1.1738801430133
14,-271.57382942734,271.57382942734,2.9335010150362,1.2923658402253,-1.4663532198754,1.4671477951608
15,-291.57742151991,291.57742151991,3.6044980875168,1.5990706155416,-1.7986383349899,1.8058597525269
16,-311.6123009036,311.61230090359,4.3703527262803,1.9502723752111,-2.1771637561307,2.1931889701496
17,-331.60282621859,331.60282621859,5.2369376632779,2.3488269859558,-2.6046651113793,2.6322725518985
18,-351.6007299645,351.6007299645,6.2105411603022,2.797560919454,-3.0839689952229,3.1265721650792
19,-371.62413641483,371.62413641483,7.2972756133801,3.299267396451,-3.6179220064333,3.6793536069469
20,-391.62550270902,391.62550270902,8.502995947652,3.8567088833178,-4.2092090372613,4.2937869103906
21,-411.62388272037,411.62388272037,9.8338133261037,4.4726175331887,-4.8605359701496,4.9732773559541
22,-431.6403242273,431.6403242273,11.295786070524,5.1496926310347,-5.5746429946686,5.7211430758552
23,-451.64727951654,451.64727951654,12.894730281042,5.8906019031473,-6.3541509061342,6.5405793749078
24,-471.64831049601,471.64831049601,14.636592014078,6.6979825346239,-7.2016598079855,7.4349322060921
25,-491.6593804247,491.6593804247,16.527339720884,7.5744394594718,-8.1197948420122,8.4075448788723
26,-500.43025188968,500.43025188968,18.484635167854,8.4995356592558,-9.0665547385044,9.4180804293497
27,-500.15522343076,500.15522343076,20.439628162824,9.4392559287777,-10.00654849321,10.433079669614
28,-500.0719675831,500.0719675831,22.39026420799,10.376084020435,-10.940356873294,11.449907334696
29,-500.1789068109,500.1789068109,24.336911459797,11.306997788343,-11.86860268887,12.468308770926
30,-500.1253703044,500.1253703044,26.278769671272,12.231893948575,-12.790561604455,13.488208066817
31,-500.1744707021,500.1744707021,28.215918727435,13.150639949402,-13.706477902192,14.509440825243
32,-500.19767966755,500.19767966755,30.147374318334,14.063098731722,-14.616126330899,15.531247987435
33,-500.1866964319,500.1866964319,32.072630070354,14.969136935577,-15.519233654224,16.55339641613
34,-500.11139540195,500.11139540195,33.992526336039,15.868615892221,-16.415413066304,17.577113269735
35,-500.14550129684,500.14550129684,35.90826734788,16.761389733527,-17.304937893049,18.603329454831
36,-500.21821477387,500.21821477387,37.818724706666,17.647303636523,-18.187794614876,19.63093009179
37,-500.17744454294,500.17744454294,39.722766066457,18.526193841987,-19.063377853614,20.659388212844
38,-500.14510853072,500.14510853072,41.621257040864,19.397887587118,-19.931544466391,21.689712574473
39,-500.19090335194,500.19090335194,43.514505064501,20.262205457539,-20.792413372048,22.722091692453
40,-500.19497445708,500.19497445708,45.401683318157,21.118965711649,-21.645644980217,23.756038337941
41,-500.16784443275,500.16784443275,47.282828598604,21.96799215469,-22.49094700033,24.791881598274
42,-500.18519356408,500.18519356408,49.158275920204,22.809123845519,-23.328334216189,25.829941704015
43,-500.19506408458,500.19506408458,51.027675389764,23.64222327013,-24.157653867604,26.87002152216
44,-500.17946073841,500.17946073841,52.890934110657,24.467181108931,-24.978715149232,27.912218961425
45,-500.18599006357,500.18599006357,54.748252906482,25.283920129969,-25.791539037768,28.956713868714
46,-500.1954710423,500.1954710423,56.599456310438,26.092402315825,-26.59611873403,30.003337576408
47,-500.18691394047,500.18691394047,58.44442337787,26.892637703414,-27.392422034154,31.052001343716
48,-500.18794736226,500.18794736226,60.283275582724,27.684689095096,-28.180571554233,32.102704028491
49,-500.19497812835,500.19497812835,62.115945131085,28.468668432051,-28.960720220332,33.155224910753
50,-500.19209349368,500.19209349368,63.942318567502,29.244725228137,-29.732992928613,34.209325638889
51,-500.19197326018,500.19197326018,65.762427181424,30.013032483638,-30.497580009625,35.264847171799
52,-500.19633304992,500.19633304992,67.576235757156,30.773777368491,-31.254690903187,36.321544853969
53,-500.19692052527,500.19692052526,69.38365308142,31.527157678826,-32.004514252674,37.379138828746
54,-500.1981146684,500.1981146684,71.184639261632,32.273377071306,-32.747256056401,38.437383205231
55,-500.20189356894,500.20189356894,72.979128544654,33.012634303805,-33.483118633652,39.496009911003
56,-500.20480927503,500.20480927503,74.767013985249,33.745110558315,-34.212269658719,40.55474432653
57,-500.20749201435,500.20749201435,76.548199854515,34.470959076152,-34.934846282459,41.613353572056
58,-500.21118469603,500.21118469604,78.322587792248,35.190293224689,-35.650942262018,42.67164553023
59,-500.2148165986,500.2148165986,80.090062894843,35.903169274403,-36.360581552846,43.729481341997
60,-500.21779234571,500.21779234571,81.850516547347,36.609570127308,-37.063708401655,44.786808145692
61,-500.22082310305,500.22082310305,83.603853589228,37.309400743632,-37.760195213918,45.84365837531
62,-500.22413938274,500.22413938274,85.349976967186,38.00250030384,-38.449859834597,46.900117132589
63,-500.22727022342,500.22727022342,87.088784729712,38.688665623479,-39.132487624179,47.956297105532
64,-500.23042004416,500.23042004415,88.820176630877,39.367670595724,-39.807846643061,49.012329987816
65,-500.23388379837,500.23388379837,90.544049794316,40.039269756495,-40.475684197831,50.068365596485
66,-500.23726400772,500.23726400772,92.260296817372,40.703192778564,-41.135719892445,51.124576924927
67,-500.24043241397,500.24043241397,93.968813257141,41.359146479494,-41.787654995449,52.181158261692
68,-500.24358040396,500.24358040396,95.66949899272,42.006827495581,-42.431188553192,53.238310439528
69,-500.24659737439,500.24659737439,97.362256159892,42.645935435461,-43.06602737215,54.296228787742
70,-500.24945556968,500.24945556968,99.046990892067,43.276184064697,-43.69189909132,55.355091800748
71,-500.25229940187,500.25229940187,100.72361245161,43.897323163781,-44.308584951216,56.415027500396
72,-500.25505875467,500.25505875467,102.39203119325,44.509191116913,-44.91599420335,57.476036989904
73,-500.25762596535,500.25762596535,104.05216056849,45.111832217591,-45.514329068316,58.537831500169
74,-500.26000935823,500.26000935823,105.70391932551,45.705743093516,-46.104420388965,59.599498936544
75,-500.26214714034,500.26214714034,107.3472326774,46.292324851877,-46.688297978285,60.658934699112
76,-500.26392551574,500.26392551574,108.98203509913,46.874543656859,-47.269923324125,61.712111775002
77,-500.26526814569,500.26526814569,110.60827332971,47.457591596211,-47.855733232291,62.752540097421
78,-500.26608821377,500.26608821377,112.22590854131,48.049071722001,-48.45441727101,63.771491270303
79,-500.2662981117,500.2662981117,113.83491903677,48.658226792101,-49.075607457345,64.759311579422
80,-500.26586733319,500.26586733319,115.43530279832,49.294322261866,-49.728059218084,65.707243580237
81,-500.26483302626,500.26483302626,117.02707802862,49.965199897334,-50.418698867331,66.608379161286
82,-500.26329715697,500.26329715697,118.61028116083,50.677180610932,-51.153367774541,67.456913386292
83,-500.26139967183,500.26139967183,120.18496304883,51.436260153787,-51.938302770869,68.246660277964
84,-500.25924663686,500.25924663685,121.75118499229,52.249100346891,-52.780525807917,68.970659184371
85,-500.25684010562,500.25684010562,123.30901662092,53.122664208065,-53.686818424187,69.622198196728
86,-500.25405563035,500.25405563035,124.85853713074,54.063118238826,-54.662676636298,70.195860494441
87,-500.25067377038,500.25067377038,126.39984014441,55.075105555321,-55.711840041252,70.688000103159
88,-500.24645655791,500.24645655791,127.93304083395,56.161086856585,-56.835343435251,71.097697398703
89,-500.24125265261,500.24125265261,129.4582826292,57.319988434756,-58.029863062472,71.428419566724
90,-500.23508108589,500.23508108588,130.97574038775,58.545963788313,-59.287075091809,71.688665295945
91,-500.22814325425,500.22814325425,132.48561798078,59.828940109443,-60.595405115051,71.890212865733
92,-500.22078109245,500.22078109245,133.98814049967,61.157302065734,-61.9434939457,72.044646553974
93,-500.21343036163,500.21343036163,135.48354255784,62.521239493557,-63.323208121386,72.160334436451
94,-500.20657823638,500.20657823638,136.97205405977,63.914438302924,-64.729881026626,72.242173033146
95,-500.20070546462,500.20070546462,138.45388491654,65.332787866769,-66.15967198669,72.294212929853
96,-500.19619701802,500.19619701802,139.92921082479,66.771717855248,-67.607232370235,72.321978454556
97,-500.19322882648,500.19322882648,141.39816298793,68.225356201472,-69.0663692271,72.331793760827
98,-500.1916789641,500.1916789641,142.86082502393,69.688020735956,-70.532038498221,72.32878652571
99,-500.19112826957,500.19112826957,144.31723912224,71.155452623837,-72.000714559868,72.316524562371
100,-500.19097939569,500.19097939569,145.76742055295,72.62457065694,-73.469764425416,72.297656127535
