time,Load,max_d
0,0,0
1e-06,80081.526944281,0
2e-06,53534.27344777,0
3e-06,57737.714438103,0
4e-06,54755.977588476,0
5e-06,52342.264314595,0
6e-06,50846.058708395,0
7e-06,48426.394234346,0
8e-06,46723.28092694,0
9e-06,44591.89218369,0
1e-05,42768.326025235,0
1.1e-05,40811.105220776,0
1.2e-05,38980.876176087,0
1.3e-05,37134.297388979,0
1.4e-05,35352.870211628,0
1.45e-05,34468.787672692,0
1.5e-05,33764.509943395,0.012049458709098
1.525e-05,33548.701031793,0.027904238248219
1.55e-05,33823.692821273,0.092060391513537
1.5625e-05,34121.656927604,0.14220486358828
1.575e-05,34885.628589464,0.2615581836291
1.58125e-05,35413.985409762,0.35296093585485
1.5875e-05,35864.45292262,0.52968613878437
1.59375e-05,34587.821936008,0.90423805884004
1.6e-05,32955.917868736,1
1.60625e-05,30464.015130227,1
1.6125e-05,28682.543712904,1
1.61875e-05,27618.249830252,1
1.625e-05,27003.077786852,1
1.63125e-05,26329.946734712,1
1.6375e-05,25732.184724735,1
1.64375e-05,25149.180130047,1
1.65e-05,24583.144836712,1
1.65625e-05,24009.079036815,1
1.6625e-05,23329.053794312,1
1.66875e-05,22136.535420075,1
1.675e-05,21183.44240612,1
1.68125e-05,20724.21009346,1
1.6875e-05,20354.445629164,1
1.69375e-05,19978.924190651,1
1.7e-05,19612.099378409,1
1.70625e-05,19259.972407151,1
1.7125e-05,18925.054595131,1
1.725e-05,16743.381083629,1
1.7375e-05,15649.048130948,1
1.74375e-05,15594.639484336,1
1.75e-05,15401.510388872,1
1.75625e-05,15191.280085171,1
1.7625e-05,14953.121778623,1
1.76875e-05,14704.635691296,1
1.775e-05,14463.123615775,1
1.7875e-05,13050.979850741,1
1.79375e-05,13254.87425227,1
1.8e-05,13151.851608331,1
1.80625e-05,12856.43721654,1
1.81875e-05,11288.983725076,1
1.825e-05,11527.51833847,1
1.828125e-05,11727.276307333,1
1.834375e-05,11438.529431048,1
1.8375e-05,11786.276707562,1
1.84375e-05,11304.394605095,1
1.846875e-05,11677.801468151,1
1.853125e-05,11192.237120226,1
1.85625e-05,11566.995064513,1
1.8625e-05,11027.846411372,1
1.865625e-05,11420.156585403,1
1.871875e-05,10758.301300989,1
1.875e-05,11139.446367083,1
1.88125e-05,9609.3071150298,1
1.89375e-05,6515.7605947043,1
1.9e-05,6520.5537585595,1
1.9125e-05,6524.1800111998,1
1.925e-05,6626.6402617678,1
1.93125e-05,6925.0009715076,1
1.9375e-05,6994.0192265415,1
1.94375e-05,7168.9406523064,1
1.95e-05,7298.6489427588,1
1.9625e-05,7378.8518737858,1
1.975e-05,7703.7525740384,1
1.98125e-05,7865.9163049836,1
1.99375e-05,8106.9096176508,1
2e-05,8285.1655255113,1
2.00625e-05,8426.3893746888,1
2.0125e-05,8552.746755913,1
2.015625e-05,8407.2551556442,1
2.021875e-05,8757.3751387665,1
2.028125e-05,8686.6475862157,1
2.03125e-05,8436.6864614967,1
2.0375e-05,8701.7250357706,1
2.040625e-05,8306.0089501095,1
2.0421875e-05,8282.685072692,1
2.04296875e-05,8290.9907968012,1
2.043359375e-05,8298.6054401707,1
